customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
155161,"Ughhh!!! Day after Thanksgiving when I should be relaxing but have to call @116136 AGAIN for the 7th time in 4 days, AND already went by their office for equipment today. Please know that this is the WORST cable network in America!!! They prove it daily!!😡💩💩",comcastcares,@155161 That's definitely not the experience we want you to have. If you're still having issues plz DM me your acc# or phone# on the acct. -AMD,"Ughhh!!! Day after Thanksgiving when I should be relaxing but have to call AGAIN for the 7th time in 4 days, AND already went by their office for equipment today. Please know that this is the WORST cable network in America!!! They prove it daily!!😡💩💩",That's definitely not the experience we want you to have. If you're still having issues plz DM me your acc# or phone# on the acct. -AMD,"Ughhh!!! Day after Thanksgiving when I should be relaxing but have to call AGAIN for the 7th time in 4 days, AND already went by their office for equipment today. Please know that this is the WORST cable network in America!!! They prove it daily!!😡💩💩 | That's definitely not the experience we want you to have. If you're still having issues plz DM me your acc# or phone# on the acct. -AMD"
155162,"@115900 if yall could come by my house and fix my wifi instead of hanging up on me when i call u, that would be great",comcastcares,"@155162 Hello, I'll take a look into your wifi issue. Just DM me the full name and phone number on your account. - OG","if yall could come by my house and fix my wifi instead of hanging up on me when i call u, that would be great","Hello, I'll take a look into your wifi issue. Just DM me the full name and phone number on your account. - OG","if yall could come by my house and fix my wifi instead of hanging up on me when i call u, that would be great | Hello, I'll take a look into your wifi issue. Just DM me the full name and phone number on your account. - OG"
155163,@115900 any idea how long the outage in 80230 is going to be?,comcastcares,@155163 Hi Francis. I would like to assist with the service issues you're having. Please DM your full address and the phone number associated on the account. -PTL,any idea how long the outage in 80230 is going to be?,Hi Francis. I would like to assist with the service issues you're having. Please DM your full address and the phone number associated on the account. -PTL,any idea how long the outage in 80230 is going to be? | Hi Francis. I would like to assist with the service issues you're having. Please DM your full address and the phone number associated on the account. -PTL
155164,"@comcastcares Thanks - been through this a bit ago... apparently wasn’t resolved... but we’re in the middle of thanksgiving, so can we connect tomorrow? Sorry you have to work today.",comcastcares,"@155164 Hey, I just wanted to check back in. Are your services still acting up? -TS","Thanks - been through this a bit ago... apparently wasn’t resolved... but we’re in the middle of thanksgiving, so can we connect tomorrow? Sorry you have to work today.","Hey, I just wanted to check back in. Are your services still acting up? -TS","Thanks - been through this a bit ago... apparently wasn’t resolved... but we’re in the middle of thanksgiving, so can we connect tomorrow? Sorry you have to work today. | Hey, I just wanted to check back in. Are your services still acting up? -TS"
155164,"Would love to watch the Thanksgiving Day parade on the @119737 app, but the @comcastcares service is so poor, we can’t.",comcastcares,@155164 I'd like to look at what's going on with your services. Can you DM me so I can help? -TS,"Would love to watch the Thanksgiving Day parade on the app, but the service is so poor, we can’t.",I'd like to look at what's going on with your services. Can you DM me so I can help? -TS,"Would love to watch the Thanksgiving Day parade on the app, but the service is so poor, we can’t. | I'd like to look at what's going on with your services. Can you DM me so I can help? -TS"
155166,"@ComcastCares
#mobile_CareXI  can you reset my internet",comcastcares,@155166 Hi there. I'm sorry to hear you're having issues with your internet services. Can you please send me a DM with the phone number on the account so I can see what's going on? -EI,can you reset my internet,Hi there. I'm sorry to hear you're having issues with your internet services. Can you please send me a DM with the phone number on the account so I can see what's going on? -EI,can you reset my internet | Hi there. I'm sorry to hear you're having issues with your internet services. Can you please send me a DM with the phone number on the account so I can see what's going on? -EI
155578,@comcastcares is there a wifi hotspot issue around 98466?  My friend is having trouble.  seems that the connection is good but no internet...,comcastcares,"@155578 Ok, thanks for this information. Have you tried deleting the app and reinstalling? We are always expanding our footprint so there's a good chance the particular HotSpot location has been updated. -JRW",is there a wifi hotspot issue around 98466? My friend is having trouble. seems that the connection is good but no internet...,"Ok, thanks for this information. Have you tried deleting the app and reinstalling? We are always expanding our footprint so there's a good chance the particular HotSpot location has been updated. -JRW","is there a wifi hotspot issue around 98466? My friend is having trouble. seems that the connection is good but no internet... | Ok, thanks for this information. Have you tried deleting the app and reinstalling? We are always expanding our footprint so there's a good chance the particular HotSpot location has been updated. -JRW"
155579,@comcastcares DM Love to but not sure how vs public.,comcastcares,"@155579 If you got to messages, compose new message, and direct it to our Twitter handle we will receive the direct message. Please make sure you are following us so we can respond to you.  –EK",DM Love to but not sure how vs public.,"If you got to messages, compose new message, and direct it to our Twitter handle we will receive the direct message. Please make sure you are following us so we can respond to you. –EK","DM Love to but not sure how vs public. | If you got to messages, compose new message, and direct it to our Twitter handle we will receive the direct message. Please make sure you are following us so we can respond to you. –EK"
155579,"@ComcastCares Food Network channel is breaking up. Mosaic look. Only channel. 
#mobile_Care",comcastcares,@155579 Hello. I’d like to help with the cable issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,Food Network channel is breaking up. Mosaic look. Only channel.,Hello. I’d like to help with the cable issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,Food Network channel is breaking up. Mosaic look. Only channel. | Hello. I’d like to help with the cable issues you’re experiencing. Could you DM me so we can talk in more detail? –EK
155580,Why do I pay $200 a month when this happens nearly every time I turn on my TV?! @comcastcares @115900 https://t.co/yGhHsRyZSk,comcastcares,"@155580 Hey. I would like to help address any cable concerns. Can you please DM your full name, the phone number, and address linked to the account? -Ra",Why do I pay $200 a month when this happens nearly every time I turn on my TV?!,"Hey. I would like to help address any cable concerns. Can you please DM your full name, the phone number, and address linked to the account? -Ra","Why do I pay $200 a month when this happens nearly every time I turn on my TV?! | Hey. I would like to help address any cable concerns. Can you please DM your full name, the phone number, and address linked to the account? -Ra"
155578,@comcastcares thanks.  what's the range of an xfinity hotspot?,comcastcares,"@155578 Your WiFi settings should pull the network automatically when in range. If you'd like, I can email you more information regarding Xfinity HotSpots? -JRW",thanks. what's the range of an xfinity hotspot?,"Your WiFi settings should pull the network automatically when in range. If you'd like, I can email you more information regarding Xfinity HotSpots? -JRW","thanks. what's the range of an xfinity hotspot? | Your WiFi settings should pull the network automatically when in range. If you'd like, I can email you more information regarding Xfinity HotSpots? -JRW"
155581,"@comcastcares it isn't a typical connection. Its any xfinity hotspot. until our internet gets moved over, I've been using the xfinity hotspot nearby. but it recently quit working, something about an invalid ip address",comcastcares,@155581 I see. Could you please DM the username you're connecting with? - SG,"it isn't a typical connection. Its any xfinity hotspot. until our internet gets moved over, I've been using the xfinity hotspot nearby. but it recently quit working, something about an invalid ip address",I see. Could you please DM the username you're connecting with? - SG,"it isn't a typical connection. Its any xfinity hotspot. until our internet gets moved over, I've been using the xfinity hotspot nearby. but it recently quit working, something about an invalid ip address | I see. Could you please DM the username you're connecting with? - SG"
155581,"@comcastcares i havent beren able to connect to xfinitywifi hostpots for a day or so, on any device. is there a problem? In bloomington IN",comcastcares,"@155581 I can look into the connectivity issue for you. Could you please DM the address, phone number and name on the account? - SG","i havent beren able to connect to xfinitywifi hostpots for a day or so, on any device. is there a problem? In bloomington IN","I can look into the connectivity issue for you. Could you please DM the address, phone number and name on the account? - SG","i havent beren able to connect to xfinitywifi hostpots for a day or so, on any device. is there a problem? In bloomington IN | I can look into the connectivity issue for you. Could you please DM the address, phone number and name on the account? - SG"
155582,"I was about to close my 4th sale for the day and Wi-Fi went out, @116136  square up you owe me money.",comcastcares,@155582 Hello. I’d like to help with the internet issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,"I was about to close my 4th sale for the day and Wi-Fi went out, square up you owe me money.",Hello. I’d like to help with the internet issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,"I was about to close my 4th sale for the day and Wi-Fi went out, square up you owe me money. | Hello. I’d like to help with the internet issues you’re experiencing. Could you DM me so we can talk in more detail? –EK"
155583,"@comcastcares I have already done this process several times. Once I give you my address, you will proceed to tell me, ""I apologize but we do not offer service in your area"" and I'll be back at square one.",comcastcares,@155583 I'll be happy to check to make sure this information is correct. Please don't hesitate to reach out via DM for assistance. -CRP,"I have already done this process several times. Once I give you my address, you will proceed to tell me, ""I apologize but we do not offer service in your area"" and I'll be back at square one.",I'll be happy to check to make sure this information is correct. Please don't hesitate to reach out via DM for assistance. -CRP,"I have already done this process several times. Once I give you my address, you will proceed to tell me, ""I apologize but we do not offer service in your area"" and I'll be back at square one. | I'll be happy to check to make sure this information is correct. Please don't hesitate to reach out via DM for assistance. -CRP"
155583,".@116136, I live in rural new mexico and my town STILL does not have access to broadband internet, even though the FCC classified it as a utility in 2015. When I contacted them, I was told that providers MUST comply. So, where you at? My community has issued over 400 complaints.",comcastcares,@155583 I'll be happy to check your location to see if we are able to provide the service. Could you please send a DM with your name and full address? -CRP,"., I live in rural new mexico and my town STILL does not have access to broadband internet, even though the FCC classified it as a utility in 2015. When I contacted them, I was told that providers MUST comply. So, where you at? My community has issued over 400 complaints.",I'll be happy to check your location to see if we are able to provide the service. Could you please send a DM with your name and full address? -CRP,"., I live in rural new mexico and my town STILL does not have access to broadband internet, even though the FCC classified it as a utility in 2015. When I contacted them, I was told that providers MUST comply. So, where you at? My community has issued over 400 complaints. | I'll be happy to check your location to see if we are able to provide the service. Could you please send a DM with your name and full address? -CRP"
155584,@116136 Will you be adding Hulu to X1 any time soon? It's been good having Netflix...,comcastcares,@155584 Thanks for reaching out to us on Twitter. Can you send a direct message so I can give you more detailed answer? I look forward to your reply. -JB,Will you be adding Hulu to X1 any time soon? It's been good having Netflix...,Thanks for reaching out to us on Twitter. Can you send a direct message so I can give you more detailed answer? I look forward to your reply. -JB,Will you be adding Hulu to X1 any time soon? It's been good having Netflix... | Thanks for reaching out to us on Twitter. Can you send a direct message so I can give you more detailed answer? I look forward to your reply. -JB
155585,when you pay too much for 150 mbps and @116136 only gives you 10 anyway https://t.co/M69sNiCI4R,comcastcares,@155585 Thanks for checking again. When you run your speed test is it through wifi? -MT,when you pay too much for 150 mbps and only gives you 10 anyway,Thanks for checking again. When you run your speed test is it through wifi? -MT,when you pay too much for 150 mbps and only gives you 10 anyway | Thanks for checking again. When you run your speed test is it through wifi? -MT
155586,@116136 Says the people who won’t let me use my triple play premium subscription to log in to the AMC or Stars apps on my Apple TV,comcastcares,@155586 I will be happy to take your feedback regarding access using Apple TV. Please DM me your account info so I can do so. -GR,Says the people who won’t let me use my triple play premium subscription to log in to the AMC or Stars apps on my Apple TV,I will be happy to take your feedback regarding access using Apple TV. Please DM me your account info so I can do so. -GR,Says the people who won’t let me use my triple play premium subscription to log in to the AMC or Stars apps on my Apple TV | I will be happy to take your feedback regarding access using Apple TV. Please DM me your account info so I can do so. -GR
155588,Comcast Router Authentication Failed SUPPORT NUMBER +1 315 407 1817,comcastcares,"@155588 Hello, I'd be happy to assist with any issues. Please DM your full name, phone number and address to view your account and assist. -JAG",Comcast Router Authentication Failed SUPPORT NUMBER +1 315 407 1817,"Hello, I'd be happy to assist with any issues. Please DM your full name, phone number and address to view your account and assist. -JAG","Comcast Router Authentication Failed SUPPORT NUMBER +1 315 407 1817 | Hello, I'd be happy to assist with any issues. Please DM your full name, phone number and address to view your account and assist. -JAG"
155589,@116136 your agents must have huge balls to blatantly lie to me while I'm trying to upgrade.,comcastcares,@155589 I will be more than happy to help you with your Comcast account. Can you send a DM so I can help change your services as needed? -JB,your agents must have huge balls to blatantly lie to me while I'm trying to upgrade.,I will be more than happy to help you with your Comcast account. Can you send a DM so I can help change your services as needed? -JB,your agents must have huge balls to blatantly lie to me while I'm trying to upgrade. | I will be more than happy to help you with your Comcast account. Can you send a DM so I can help change your services as needed? -JB
155993,@comcastcares We don't have cable and it's fixed,comcastcares,"@155993 I am glad to hear that it’s fixed, Aaron. Would you like me to look into the best promotions that we have available today for XFINITY services? -GO",We don't have cable and it's fixed,"I am glad to hear that it’s fixed, Aaron. Would you like me to look into the best promotions that we have available today for XFINITY services? -GO","We don't have cable and it's fixed | I am glad to hear that it’s fixed, Aaron. Would you like me to look into the best promotions that we have available today for XFINITY services? -GO"
155993,Almost had a fire in my house cause of a old @116136 cable that they never took down! #lazyworkers,comcastcares,"@155993 Hi, Aaron! I just wanted to follow up with you to see if the cable issue still needs addressing. -GO",Almost had a fire in my house cause of a old cable that they never took down!,"Hi, Aaron! I just wanted to follow up with you to see if the cable issue still needs addressing. -GO","Almost had a fire in my house cause of a old cable that they never took down! | Hi, Aaron! I just wanted to follow up with you to see if the cable issue still needs addressing. -GO"
155994,Second day in a row that my @116136 internet is out. Literally worst service ever.,comcastcares,@155994 Thank you for reaching out to us on Twitter. Please send a DM when you have a moment so I can assist with your Comcast internet service. -JB,Second day in a row that my internet is out. Literally worst service ever.,Thank you for reaching out to us on Twitter. Please send a DM when you have a moment so I can assist with your Comcast internet service. -JB,Second day in a row that my internet is out. Literally worst service ever. | Thank you for reaching out to us on Twitter. Please send a DM when you have a moment so I can assist with your Comcast internet service. -JB
155995,"@116136 hey, can your services stop sucking? thanks.",comcastcares,@155995 Hello. This isn’t the type of experience we want you to have. Could you DM me details on how I could assist you? –EK,"hey, can your services stop sucking? thanks.",Hello. This isn’t the type of experience we want you to have. Could you DM me details on how I could assist you? –EK,"hey, can your services stop sucking? thanks. | Hello. This isn’t the type of experience we want you to have. Could you DM me details on how I could assist you? –EK"
155996,"@ComcastCares
#mobile_Care I was chatting with an agent Karan to upgrade my services and she closed the chat",comcastcares,@155996 Please send a direct message when you have a moment so I can help with your account and see if the order saved. -JB,I was chatting with an agent Karan to upgrade my services and she closed the chat,Please send a direct message when you have a moment so I can help with your account and see if the order saved. -JB,I was chatting with an agent Karan to upgrade my services and she closed the chat | Please send a direct message when you have a moment so I can help with your account and see if the order saved. -JB
155997,@comcastcares It's not a billing concern. It's a bait and switch.,comcastcares,"@155997 Again, I am more than willing to assist. If you wish my assistance please reach out through DM with the information on the account. -MLR",It's not a billing concern. It's a bait and switch.,"Again, I am more than willing to assist. If you wish my assistance please reach out through DM with the information on the account. -MLR","It's not a billing concern. It's a bait and switch. | Again, I am more than willing to assist. If you wish my assistance please reach out through DM with the information on the account. -MLR"
155997,"Every time you think @116136 has hit their worst, they prove you wrong.",comcastcares,"@155997 I can address the billing concerns. Can you please provide the name, address and phone number on the account through DM? -MLR","Every time you think has hit their worst, they prove you wrong.","I can address the billing concerns. Can you please provide the name, address and phone number on the account through DM? -MLR","Every time you think has hit their worst, they prove you wrong. | I can address the billing concerns. Can you please provide the name, address and phone number on the account through DM? -MLR"
155999,@116136 @55 This went so far that I had to write a tool to check speed on a regular basis to be able to argue with your technicians: https://t.co/Paus3Y8qh6. And even then the main reason I got a response was a threat of action that is based on #NetNeutrality.,comcastcares,@155999 I would be more than happy to look into your speed issues. If you would like me to look into this further please send me a DM with your address and phone number. -CF,This went so far that I had to write a tool to check speed on a regular basis to be able to argue with your technicians: And even then the main reason I got a response was a threat of action that is based on .,I would be more than happy to look into your speed issues. If you would like me to look into this further please send me a DM with your address and phone number. -CF,This went so far that I had to write a tool to check speed on a regular basis to be able to argue with your technicians: And even then the main reason I got a response was a threat of action that is based on . | I would be more than happy to look into your speed issues. If you would like me to look into this further please send me a DM with your address and phone number. -CF
155999,"@116136 And it's not really that exceptional - you throttle your consumers access during peak usage hours instead of upgrading infrastructure, prioritize routing to @55 to appear faster and ask users to connect to the closest exit node on your network. https://t.co/u2H6ljQ13u",comcastcares,@155999 Hi! I can look into this speed issue. Can you please send me a DM with your address and phone number? -CF,"And it's not really that exceptional - you throttle your consumers access during peak usage hours instead of upgrading infrastructure, prioritize routing to to appear faster and ask users to connect to the closest exit node on your network.",Hi! I can look into this speed issue. Can you please send me a DM with your address and phone number? -CF,"And it's not really that exceptional - you throttle your consumers access during peak usage hours instead of upgrading infrastructure, prioritize routing to to appear faster and ask users to connect to the closest exit node on your network. | Hi! I can look into this speed issue. Can you please send me a DM with your address and phone number? -CF"
156000,"@comcastcares how are you available outside of city limits in Lee’s Summit, MO (64086) but not within city limits (64063)? Wouldn’t you want customers in more densely populated areas?",comcastcares,"@156000 Hi, I would be more than happy to look into your concern with availability in Lee's Summit, MO. Can you please DM me your full name and address?-RM","how are you available outside of city limits in Lee’s Summit, MO (64086) but not within city limits (64063)? Wouldn’t you want customers in more densely populated areas?","Hi, I would be more than happy to look into your concern with availability in Lee's Summit, MO. Can you please DM me your full name and address?-RM","how are you available outside of city limits in Lee’s Summit, MO (64086) but not within city limits (64063)? Wouldn’t you want customers in more densely populated areas? | Hi, I would be more than happy to look into your concern with availability in Lee's Summit, MO. Can you please DM me your full name and address?-RM"
156001,@116136 40 min wait time for your atrocious customer service.,comcastcares,"@156001 It's unfortunate to hear you feel that way, what issues are you experiencing that I can assist with? ~DB",40 min wait time for your atrocious customer service.,"It's unfortunate to hear you feel that way, what issues are you experiencing that I can assist with? ~DB","40 min wait time for your atrocious customer service. | It's unfortunate to hear you feel that way, what issues are you experiencing that I can assist with? ~DB"
156002,@156004 @comcastcares Appreciate the offer but I've already got plans starting about 4.,comcastcares,"@156002 My apologies for the wait, I responded to your private message as well. -KJ",Appreciate the offer but I've already got plans starting about 4.,"My apologies for the wait, I responded to your private message as well. -KJ","Appreciate the offer but I've already got plans starting about 4. | My apologies for the wait, I responded to your private message as well. -KJ"
156002,@ComcastCares When is the outage in Denver going to be fixed?,comcastcares,@156002 I'd be more than happy to check into the details of the event for you. Would you please DM the full service address and phone number? -JN,When is the outage in Denver going to be fixed?,I'd be more than happy to check into the details of the event for you. Would you please DM the full service address and phone number? -JN,When is the outage in Denver going to be fixed? | I'd be more than happy to check into the details of the event for you. Would you please DM the full service address and phone number? -JN
156005,@115900 The speeds are wayyyyyyyyy to slow,comcastcares,"@156005 OK, I'd like to help restore the speeds back to normal. First, can you DM me your phone number and address so I may pull up the account and assist? -Ken",The speeds are wayyyyyyyyy to slow,"OK, I'd like to help restore the speeds back to normal. First, can you DM me your phone number and address so I may pull up the account and assist? -Ken","The speeds are wayyyyyyyyy to slow | OK, I'd like to help restore the speeds back to normal. First, can you DM me your phone number and address so I may pull up the account and assist? -Ken"
156005,@115900 Why does xfinity internet blow dick right now?!?!????!,comcastcares,"@156005 Hi David, thanks for reaching out to us with your concern about the internet. Are the speeds too slow or are you unable to connect to the network at all? -Ken",Why does xfinity internet blow dick right now?!?!????!,"Hi David, thanks for reaching out to us with your concern about the internet. Are the speeds too slow or are you unable to connect to the network at all? -Ken","Why does xfinity internet blow dick right now?!?!????! | Hi David, thanks for reaching out to us with your concern about the internet. Are the speeds too slow or are you unable to connect to the network at all? -Ken"
156006,"Thought I ordered @115900 online, but just got a call telling me the installation time I put in wasn't going to be available after all. So I guess I am stuck with @4165. Nothing goes my way.",comcastcares,"@156006 I'd like to look into that installation appointment for you. Could you please DM the address, phone number and name on the account? - SG","Thought I ordered online, but just got a call telling me the installation time I put in wasn't going to be available after all. So I guess I am stuck with . Nothing goes my way.","I'd like to look into that installation appointment for you. Could you please DM the address, phone number and name on the account? - SG","Thought I ordered online, but just got a call telling me the installation time I put in wasn't going to be available after all. So I guess I am stuck with . Nothing goes my way. | I'd like to look into that installation appointment for you. Could you please DM the address, phone number and name on the account? - SG"
156007,"I know Comcast rips people off but really $82 per day for cable and internet which is $2,460 per month or $29,520 per year. Mistake or not you need better reps that can read and understand simple math @comcastcares @116136",comcastcares,"@156007 Hello, John. I would like to help address any billing concerns. Can you please send a DM with your full name, the phone number, and address linked to the account? -Ra","I know Comcast rips people off but really $82 per day for cable and internet which is $2,460 per month or $29,520 per year. Mistake or not you need better reps that can read and understand simple math","Hello, John. I would like to help address any billing concerns. Can you please send a DM with your full name, the phone number, and address linked to the account? -Ra","I know Comcast rips people off but really $82 per day for cable and internet which is $2,460 per month or $29,520 per year. Mistake or not you need better reps that can read and understand simple math | Hello, John. I would like to help address any billing concerns. Can you please send a DM with your full name, the phone number, and address linked to the account? -Ra"
156360,"I have told @comcastcares that I’m shopping around for a new provider, and this has all but sealed it. Thank you for making my decision for me by not valuing my business.",comcastcares,"@156360 Hi there. I'm truly sorry you've had such a bad experience and I, nor Comcast wants you to feel like your not valued or leave us! I would really like to help you, so do you mind sending me a DM with the phone number on your account please? -EI","I have told that I’m shopping around for a new provider, and this has all but sealed it. Thank you for making my decision for me by not valuing my business.","Hi there. I'm truly sorry you've had such a bad experience and I, nor Comcast wants you to feel like your not valued or leave us! I would really like to help you, so do you mind sending me a DM with the phone number on your account please? -EI","I have told that I’m shopping around for a new provider, and this has all but sealed it. Thank you for making my decision for me by not valuing my business. | Hi there. I'm truly sorry you've had such a bad experience and I, nor Comcast wants you to feel like your not valued or leave us! I would really like to help you, so do you mind sending me a DM with the phone number on your account please? -EI"
156361,@comcastcares Hola @comcastcares . Está andando mas lento que de costumbre el wifi. Podrían chequear porqué?,comcastcares,"@156361 Disculpe la demora. Con gusto puedo revisar pero necesito su nombre, número de cuenta, y el teléfono asociado con su cuenta para poder ayudarle. Gracias. -LO",Hola . Está andando mas lento que de costumbre el wifi. Podrían chequear porqué?,"Disculpe la demora. Con gusto puedo revisar pero necesito su nombre, número de cuenta, y el teléfono asociado con su cuenta para poder ayudarle. Gracias. -LO","Hola . Está andando mas lento que de costumbre el wifi. Podrían chequear porqué? | Disculpe la demora. Con gusto puedo revisar pero necesito su nombre, número de cuenta, y el teléfono asociado con su cuenta para poder ayudarle. Gracias. -LO"
156361,@comcastcares Se lo delegué al robot y no te arrobé por la misma razón. Gracias.,comcastcares,"@156361 De nada. Si tiene alguna pregunta, por favor no dude en communicarse con nosotros. Que pase un buen dia. -LD",Se lo delegué al robot y no te arrobé por la misma razón. Gracias.,"De nada. Si tiene alguna pregunta, por favor no dude en communicarse con nosotros. Que pase un buen dia. -LD","Se lo delegué al robot y no te arrobé por la misma razón. Gracias. | De nada. Si tiene alguna pregunta, por favor no dude en communicarse con nosotros. Que pase un buen dia. -LD"
156361,"Un robot me está negociando con Comcast la cuenta del wifi. Gracias, @156362. https://t.co/Biofz25zKg",comcastcares,"@156361 Buenas tardes, Ignacio. Con gusto puedo revisar su cuenta con usted. Por favor envié me la dirección y el numero de teléfono que están registrados con la cuenta en un mensaje directo. -LD","Un robot me está negociando con Comcast la cuenta del wifi. Gracias, .","Buenas tardes, Ignacio. Con gusto puedo revisar su cuenta con usted. Por favor envié me la dirección y el numero de teléfono que están registrados con la cuenta en un mensaje directo. -LD","Un robot me está negociando con Comcast la cuenta del wifi. Gracias, . | Buenas tardes, Ignacio. Con gusto puedo revisar su cuenta con usted. Por favor envié me la dirección y el numero de teléfono que están registrados con la cuenta en un mensaje directo. -LD"
156363,@116136 says they wont throttle or block internet sites. Hahaha!  I'm supposed to just believe them when they can't even show up between 10 and 2 half the time?   #NetNeutrality,comcastcares,"@156363 I am sorry to hear that, if there is anything we can do to gain back your trust please let us know. We are here 24/7 in order to help in any way. -CF",says they wont throttle or block internet sites. Hahaha! I'm supposed to just believe them when they can't even show up between 10 and 2 half the time?,"I am sorry to hear that, if there is anything we can do to gain back your trust please let us know. We are here 24/7 in order to help in any way. -CF","says they wont throttle or block internet sites. Hahaha! I'm supposed to just believe them when they can't even show up between 10 and 2 half the time? | I am sorry to hear that, if there is anything we can do to gain back your trust please let us know. We are here 24/7 in order to help in any way. -CF"
156364,"@116136 2 da I discovered on demand on Comcast website via computer more up 2 date than tv on demand.  CBS NCIS LA 1112 not available on TV, only 1105; 1112 accessible via website.  Pls explain.  ?",comcastcares,"@156364 Hi, Judith! Thanks for reaching out. I will be able to address the On Demand concern. Would you mind sending a DM with your full name, address, and the primary phone number listed on the account? -GO","2 da I discovered on demand on Comcast website via computer more up 2 date than tv on demand. CBS NCIS LA 1112 not available on TV, only 1105; 1112 accessible via website. Pls explain. ?","Hi, Judith! Thanks for reaching out. I will be able to address the On Demand concern. Would you mind sending a DM with your full name, address, and the primary phone number listed on the account? -GO","2 da I discovered on demand on Comcast website via computer more up 2 date than tv on demand. CBS NCIS LA 1112 not available on TV, only 1105; 1112 accessible via website. Pls explain. ? | Hi, Judith! Thanks for reaching out. I will be able to address the On Demand concern. Would you mind sending a DM with your full name, address, and the primary phone number listed on the account? -GO"
156365,"@115900 why tf my internet slow af? I paid on time, every damn time. How tf I’m gonna beat this meat with a 15-second buffer time every other pump? I’d like to file a refund for a whole three years of subscription. Thank you",comcastcares,@156365 Hello. I’d like to help with the internet issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,"why tf my internet slow af? I paid on time, every damn time. How tf I’m gonna beat this meat with a 15-second buffer time every other pump? I’d like to file a refund for a whole three years of subscription. Thank you",Hello. I’d like to help with the internet issues you’re experiencing. Could you DM me so we can talk in more detail? –EK,"why tf my internet slow af? I paid on time, every damn time. How tf I’m gonna beat this meat with a 15-second buffer time every other pump? I’d like to file a refund for a whole three years of subscription. Thank you | Hello. I’d like to help with the internet issues you’re experiencing. Could you DM me so we can talk in more detail? –EK"
156363,"@116136 Yeah...right.  You can't even show up between 10 and 2 half the time and I'm supposed to ""trust"" what you say?  Hahahaha",comcastcares,@156363 Hi! This is not the kind of experience I like to hear about. If there is anything I can help with please send me a DM with your address and phone number. -CF,"Yeah...right. You can't even show up between 10 and 2 half the time and I'm supposed to ""trust"" what you say? Hahahaha",Hi! This is not the kind of experience I like to hear about. If there is anything I can help with please send me a DM with your address and phone number. -CF,"Yeah...right. You can't even show up between 10 and 2 half the time and I'm supposed to ""trust"" what you say? Hahahaha | Hi! This is not the kind of experience I like to hear about. If there is anything I can help with please send me a DM with your address and phone number. -CF"
156367,@comcastcares  when is the cable going to be restored,comcastcares,@156367 I would be happy to look into this for you. Please send a DM with your address and phone number so we can get started. - GW,when is the cable going to be restored,I would be happy to look into this for you. Please send a DM with your address and phone number so we can get started. - GW,when is the cable going to be restored | I would be happy to look into this for you. Please send a DM with your address and phone number so we can get started. - GW
156691,@116136 don’t worry I’ll clean up after you,comcastcares,"@156691 Hello, I would be more than happy to assist you with this. Can you please DM me your full name and address on the account? -ADW",don’t worry I’ll clean up after you,"Hello, I would be more than happy to assist you with this. Can you please DM me your full name and address on the account? -ADW","don’t worry I’ll clean up after you | Hello, I would be more than happy to assist you with this. Can you please DM me your full name and address on the account? -ADW"
156692,Day two of being a @116136 customer and I'm already being screwed over with their failed appointments. I wish there was another option in the city...,comcastcares,"@156692 Hi Evan. I understand how inconvenient it can be waiting around for a technician. Let see what is going on in your area. Can you please DM me your full name, services address, and phone number or account number associated with your account, please?-MAR",Day two of being a customer and I'm already being screwed over with their failed appointments. I wish there was another option in the city...,"Hi Evan. I understand how inconvenient it can be waiting around for a technician. Let see what is going on in your area. Can you please DM me your full name, services address, and phone number or account number associated with your account, please?-MAR","Day two of being a customer and I'm already being screwed over with their failed appointments. I wish there was another option in the city... | Hi Evan. I understand how inconvenient it can be waiting around for a technician. Let see what is going on in your area. Can you please DM me your full name, services address, and phone number or account number associated with your account, please?-MAR"
156693,@116136 You're lying one of your employees hiding behind your company name was very rude to me a couple days ago and they didn't even respond back some other employee (who was nice) responded back,comcastcares,@156693 Hi! Thank you for bringing this to our attention. Do you mind sending us a DM to continue. We can investigate this further? -CF,You're lying one of your employees hiding behind your company name was very rude to me a couple days ago and they didn't even respond back some other employee (who was nice) responded back,Hi! Thank you for bringing this to our attention. Do you mind sending us a DM to continue. We can investigate this further? -CF,You're lying one of your employees hiding behind your company name was very rude to me a couple days ago and they didn't even respond back some other employee (who was nice) responded back | Hi! Thank you for bringing this to our attention. Do you mind sending us a DM to continue. We can investigate this further? -CF
156694,"@ComcastCares
#mobile_CareXI
Hi I need some help with my internet",comcastcares,@156694 I can help you out with your internet. Can you DM your account phone number and address? -TJS,Hi I need some help with my internet,I can help you out with your internet. Can you DM your account phone number and address? -TJS,Hi I need some help with my internet | I can help you out with your internet. Can you DM your account phone number and address? -TJS
156698,@116136 From 2 to 7 pm?,comcastcares,@156698 I'm here to help! What's going on? -KB,From 2 to 7 pm?,I'm here to help! What's going on? -KB,From 2 to 7 pm? | I'm here to help! What's going on? -KB
